sample_id,tepname,temperature,tepvalue
839,PF,644.9814,0.0005888016
839,PF,611.643,0.0005528828
839,PF,552.7831,0.0004754835
839,PF,519.4664,0.0004506451
839,PF,491.9934,0.00041194
839,PF,437.0203,0.0003206796
839,PF,403.6764,0.0002819908
839,PF,372.3167,0.0002571469
839,PF,338.9891,0.0002267683
839,PF,290.0115,0.0001992031
839,PF,266.474,0.0001715675
839,PF,252.743,0.000154985
839,PF,229.2218,0.0001356596
839,PF,209.6253,0.0001218635
839,PF,186.1204,0.0001108483
839,PF,162.6046,9.42929e-05
839,PF,95.98747,5.292619e-05
839,PF,129.2825,6.668437e-05
839,PF,139.0889,7.773754e-05
840,PF,96.06878,9.447721e-05
840,PF,137.2078,0.0001165239
840,PF,166.6161,0.0001441433
840,PF,186.218,0.0001607095
840,PF,194.0674,0.0001717681
840,PF,229.3465,0.0001993712
840,PF,260.7225,0.0002325253
840,PF,354.7747,0.0002932066
840,PF,382.2098,0.0003125211
840,PF,405.7743,0.0003540071
840,PF,435.2043,0.0003927068
840,PF,454.7953,0.0004037328
840,PF,488.2475,0.000497823
840,PF,505.86,0.0004977742
840,PF,531.3001,0.0004977037
840,PF,566.628,0.0005502374
840,PF,584.2892,0.0005751193
840,PF,613.6921,0.0005999686
840,PF,643.1708,0.0006635988
840,PF,666.6811,0.0006773841
840,PF,690.2077,0.0006994796
840,PF,723.5732,0.0007492487
840,PF,747.0944,0.0007685741
840,PF,770.621,0.0007906696
840,PF,794.1964,0.0008376957
840,PF,823.5559,0.0008403844
840,PF,847.0391,0.0008403194
840,PF,878.4206,0.0008762435
840,PF,896.0655,0.0008928152
840,PF,919.6084,0.0009232209
840,PF,946.9838,0.0009120647
840,PF,968.5969,0.0009563262
840,PF,997.9509,0.0009562449
840,PF,1027.305,0.0009561635
840,PF,1052.691,0.0009283924
840,PF,1074.158,0.000897862
852,PF,104.0324,9.686785e-05
852,PF,113.4389,0.0001220709
852,PF,122.8186,0.0001557251
852,PF,132.2251,0.0001809282
852,PF,146.2947,0.0002314095
